"id","card_id","card_name","card_image","set_name","set_id","rarity","card_number","card_type","game_text","flavor_text","twilight","strength","vitality","kind","resistance","culture","home_site","created_at","subtype","type"
"2482","3U58","Isengard Servant","https://lotrtcgwiki.com/wiki/_media/cards:lotr03058.jpg","3","3","U","58","Minion Orc","Regroup Exert this minion to make the Free Peoples player wound a companion .","The servants of Isengard worked tirelessly to spread the influence of their master.","3","7","3","Shadow","null","Isengard","","2025-03-13 13:16:17.618216","Orc","Minion"
"2483","3C59","Isengard Shaman","https://lotrtcgwiki.com/wiki/_media/cards:lotr03059.jpg","3","3","C","59","Minion Orc","Response If an Isengard Orc is about to take a wound , remove 2 to prevent that wound .","'Over all his works a dark smoke hung and wrapped itself about the sides of Orthanc.'","1","5","2","Shadow","null","Isengard","","2025-03-13 13:16:17.972868","Orc","Minion"
"2484","3U60","Isengard Smith","https://lotrtcgwiki.com/wiki/_media/cards:lotr03060.jpg","3","3","U","60","Minion Orc","Regroup Exert this minion to discard a weapon or all Free Peoples possessions if you can spot 5 companions .","'No other folk make such a trampling.'","4","8","3","Shadow","null","Isengard","","2025-03-13 13:16:18.289482","Orc","Minion"
"2485","3U61","Isengard Warrior","https://lotrtcgwiki.com/wiki/_media/cards:lotr03061.jpg","3","3","U","61","Minion Orc","While you can spot another Isengard Orc, no player may use archery special abilities. Regroup  Exert this minion and spot 3 wounds on the Ringbearer to exert every companion .","'There isevil afootin Isengard, and the West is no longer safe.'","3","7","3","Shadow","null","Isengard","","2025-03-13 13:16:18.810024","Orc","Minion"
"2486","3C62","Isengard Worker","https://lotrtcgwiki.com/wiki/_media/cards:lotr03062.jpg","3","3","C","62","Minion Orc","Regroup Exert this minion to make the Free Peoples player wound a companion .","'They were Elves once. Taken by the dark powers  tortured and mutilated.'","2","5","3","Shadow","null","Isengard","","2025-03-13 13:16:19.108079","Orc","Minion"
"2793","4U234","Flanking Attack","https://lotrtcgwiki.com/wiki/_media/cards:lotr04234.jpg","4","4","U","234","Event ","Maneuver or Skirmish Exert a Southron to add 3 .","'Our scouts report more Haradrim making their way up here.'","0","null","null","Shadow","null","Raider","","2025-03-13 13:18:45.733921","","Event"
"2488","3R64","•Orc Commander","https://lotrtcgwiki.com/wiki/_media/cards:lotr03064.jpg","3","3","R","64","Minion Orc","Each other Isengard Orc is strength 1. Regroup Exert Orc Commander to make the Free Peoples player wound a companion .","'It seems their delight to slash and beat down growing things that are not even in their way.'","6","11","4","Shadow","null","Isengard","","2025-03-13 13:16:19.988062","Orc","Minion"
"2489","3R65","•Orc Overseer","https://lotrtcgwiki.com/wiki/_media/cards:lotr03065.jpg","3","3","R","65","Minion Orc","Regroup Exert Orc Overseer twice to exhaust a companion except the Ringbearer .","'What orders from Mordor, my Lord? What does the Eye command?'","5","10","4","Shadow","null","Isengard","","2025-03-13 13:16:20.315798","Orc","Minion"
"2490","3R66","•Orthanc Berserker","https://lotrtcgwiki.com/wiki/_media/cards:lotr03066.jpg","3","3","R","66","Minion Urukhai","Damage 1 . Maneuver Spot 5 burdens and exert Orthanc Berserker twice to exhaust a companion except the Ringbearer .","The voice of Saruman compels hisminionsto stop at nothing to earn his favor.","5","11","3","Shadow","null","Isengard","","2025-03-13 13:16:20.629071","Urukhai","Minion"
"2491","3R67","•The Palantir of Orthanc","https://lotrtcgwiki.com/wiki/_media/cards:lotr03067.jpg","3","3","R","67","Artifactpalantir","To play, spot an Isengard minion . Plays to your support area . Shadow Spot an Isengard minion and remove 1 to reveal a card at random from the Free Peoples player's hand. Place that card on top of that player's draw deck .","'Seven stars and seven stones.'","0","null","null","Shadow","null","Isengard","","2025-03-13 13:16:21.372381","Palantir","Artifact"
"2492","3R68","•Saruman, Keeper of Isengard","https://lotrtcgwiki.com/wiki/_media/cards:lotr03068.jpg","3","3","R","68","Minionwizard","Saruman may not take wounds during the archery phase and may not be assigned to a skirmish . Urukhai are fierce . Response If an Urukhai is about to take a wound , exert Saruman to prevent that wound .","","4","8","4","Shadow","null","Isengard","","2025-03-13 13:16:21.687741","Wizard","Minion"
"2532","3C108","Frying Pan","https://lotrtcgwiki.com/wiki/_media/cards:lotr03108.jpg","3","3","C","108","Possession    Hand Weapon","Bearer must be a Hobbit. Skirmish Exert bearer to wound an Orc he or she is skirmishing.","'I think I'm getting the hang of this!'","0","1","null","Free People","null","Shire","","2025-03-13 13:16:35.026343","Hand Weapon","Possession"
"2553","4C4","Band of Wild Men","https://lotrtcgwiki.com/wiki/_media/cards:lotr04004.jpg","4","4","C","4","Minion Man","Each time this minion wins a skirmish , you may make it fierce until the regroup phase .","","5","11","2","Shadow","null","Dunland","","2025-03-13 13:16:42.804463","Man","Minion"
"2534","3R110","•Melilot Brandybuck, Merry Dancer","https://lotrtcgwiki.com/wiki/_media/cards:lotr03110.jpg","3","3","R","110","Ally   Home 1 Hobbit","Response If a burden is about to be added by a Shadow card, exert Melilot Brandybuck to prevent that burden .","Master Everard Took and MissMelilot Brandybuckgot on a table and with bells in their hands began to dance the Springlering a pretty dance, but rather vigorous.","1","2","2","Free People","null","Shire","","2025-03-13 13:16:36.123666","Home 1 Hobbit","Ally"
"2537","3R113","The Shire Countryside","https://lotrtcgwiki.com/wiki/_media/cards:lotr03113.jpg","3","3","R","113","Condition   ","To play, spot 2 Shire companions . Plays to your support area . Each time you remove a burden except by a Hobbit's game text , you may heal a companion .","'Life in the wide world goes on scarcely even aware of the existence of hobbits.'","1","null","null","Free People","null","Shire","","2025-03-13 13:16:37.132662","","Condition"
"2538","3C114","Three Monstrous Trolls","https://lotrtcgwiki.com/wiki/_media/cards:lotr03114.jpg","3","3","C","114","Condition   ","Tale . Plays to your support area . Response If a Shadow card is about to add any number of twilight tokens , exert a Hobbit ally to prevent this.","'Great big nasty twenty foot high smelly things  and they're arguing arguing about how they were going to cook us!'","0","null","null","Free People","null","Shire","","2025-03-13 13:16:37.496788","","Condition"
"2019","1U98","•Boromir's Cloak","https://lotrtcgwiki.com/wiki/_media/cards:lotr01098.jpg","1","1","U","98","Possession    Cloak","Bearer must be Boromir. Maneuver Exert Boromir to discard a weather condition .","He was cloaked and booted as if for a journey on horseback and indeed though his garments were rich, and hiscloakwas lined with fur, they were stained with long travel.","0","null","null","Free People","null","Gondor","","2025-03-13 13:13:25.629018","Cloak","Possession"
"1929","1R14T","•Gimli's Battle Axe","https://lotrtcgwiki.com/wiki/_media/cards:lotr01014t.jpg","1","1","R","1","Possession    Hand Weapon","Bearer must be Gimli. He is damage 1 . Each time Gimli wins a skirmish , you may wound an Orc.","Beside them Gimli stood with his stout legs apart, wielding his dwarfaxe.","2","2","null","Free People","null","Dwarven","","2025-03-13 13:12:49.093676","Hand Weapon","Possession"
"2330","2C35","Natural Cover","https://lotrtcgwiki.com/wiki/_media/cards:lotr02035.jpg","2","2","C","35","Condition   ","To play, spot a ranger . Plays to your support area . While the fellowship is at a forest , the minion archery total is 2.","The tree, the bough, the leaf. To aranger, these are all defenses against the enemy.","1","null","null","Free People","null","Gondor","","2025-03-13 13:15:23.180602","","Condition"
"2021","1R100","•The Choice of Luthien","https://lotrtcgwiki.com/wiki/_media/cards:lotr01100.jpg","1","1","R","100","Condition   ","Tale . Plays to your support area . Maneuver Exert Aragorn to heal Arwen, or exert Arwen to heal Aragorn.","'But she chose mortality, and to die from the world, so that she might follow him and it is sung that they met again beyond the Sundering Seas.'","1","null","null","Free People","null","Gondor","","2025-03-13 13:13:26.22965","","Condition"
"1935","1C20","Let Them Come!","https://lotrtcgwiki.com/wiki/_media/cards:lotr01020.jpg","1","1","C","20","Condition   ","Plays to your support area . Each time a Dwarf wins a skirmish against an Orc, discard that Orc. Discard this condition if a Dwarf loses a skirmish .","'There is one Dwarf yet in Moria whostill draws breath!'","2","null","null","Free People","null","Dwarven","","2025-03-13 13:12:50.995508","","Condition"
"2022","1C101","Coat of Mail","https://lotrtcgwiki.com/wiki/_media/cards:lotr01101.jpg","1","1","C","101","Possession    Armor","Bearer must be a Man. Bearer may not be overwhelmed unless his or her strength is tripled.","Soldiers of the White Tower have long appreciated the craftsmanship of the Gondorian metalsmiths.","1","null","null","Free People","null","Gondor","","2025-03-13 13:13:26.547906","Armor","Possession"
"2026","1U105","Foes of Mordor","https://lotrtcgwiki.com/wiki/_media/cards:lotr01105.jpg","1","1","U","105","Condition   ","Plays to your support area . Maneuver Exert a Gondor character to wound a Sauron minion .","Through the long years, the Men of the Tower of Guard have shielded the West from theminionsof the Eye.","1","null","null","Free People","null","Gondor","","2025-03-13 13:13:28.400448","","Condition"
"2028","1C107","Great Shield","https://lotrtcgwiki.com/wiki/_media/cards:lotr01107.jpg","1","1","C","107","Possession    Shield","Bearer must be a Man. The minion archery total is 1.","The Kingdom of Gondor has smiths much practiced in creating strong tools of war.","1","null","null","Free People","null","Gondor","","2025-03-13 13:13:28.994018","Shield","Possession"
"2029","1U108","No Stranger to the Shadows","https://lotrtcgwiki.com/wiki/_media/cards:lotr01108.jpg","1","1","U","108","Condition   ","Bearer must be a ranger . Limit 1 per ranger . Each site's shadow number is 1.","'Ah, but you had not got me with you then,' laughedStrider. 'My cuts, short or long, don't go wrong.'","0","null","null","Free People","null","Gondor","","2025-03-13 13:13:29.297669","","Condition"
"1753","0P10","•The Balrog, Durin's Bane","https://lotrtcgwiki.com/wiki/_media/cards:lotr00010.jpg","0","0","P","10","Minionbalrog","Damage 1 . Fierce . While you can spot The Balrog , discard all other minions . Skip the archery phase . Discard The Balrog if not underground .","","12","17","5","Shadow","null","Moria","","2025-03-13 13:11:49.220446","Balrog","Minion"
"1754","0P11","•Saruman, Servant of the Eye","https://lotrtcgwiki.com/wiki/_media/cards:lotr00011.jpg","0","0","P","11","Minionwizard","Saruman may not take wounds during the archery phase and may not be assigned to a skirmish . Assignment Exert Saruman to assign an Isengard minion to a companion except the Ringbearer . That companion may exert to prevent this.","","4","8","4","Shadow","null","Isengard","","2025-03-13 13:11:49.556804","Wizard","Minion"
"1773","0P30","•The Balrog, Terror of Flame and Shadow","https://lotrtcgwiki.com/wiki/_media/cards:lotr00030.jpg","0","0","P","30","Minionbalrog","Damage 2 . The twilight cost of The Balrog is 3 if you can spot a Moria minion . The Balrog cannot be assigned to skirmish companions or allies of strength less than 6.","","14","17","5","Shadow","null","Moria","","2025-03-13 13:11:56.262452","Balrog","Minion"
"1774","0P31","•The Pale Blade","https://lotrtcgwiki.com/wiki/_media/cards:lotr00031.jpg","0","0","P","31","Possession    Hand Weapon","Bearer must be The Witchking. He is damage 1 . Response If The Witchking wins a skirmish , exert him to discard a Free Peoples condition .","","2","3","null","Shadow","null","Wraith","","2025-03-13 13:11:56.548299","Hand Weapon","Possession"
"2033","1U112","•Ranger's Sword","https://lotrtcgwiki.com/wiki/_media/cards:lotr01112.jpg","1","1","U","112","Possession    Hand Weapon","Bearer must be Aragorn. He is damage 1 .","Aragorn is a trustworthycompanionand a deadly foe. His yearsroamingthe wild havehonedhis swordfighting skills.","1","2","null","Free People","null","Gondor","","2025-03-13 13:13:30.501789","Hand Weapon","Possession"
"2042","1R120","Alive and Unspoiled","https://lotrtcgwiki.com/wiki/_media/cards:lotr01120.jpg","1","1","R","120","Condition   ","To play, exert an Urukhai. Plays to your support area . Shadow Remove 3 and spot X burdens to make the Free Peoples player reveal X cards at random from hand. You may discard 1 revealed card.","'Bring them to me. Kill the others.'","2","null","null","Shadow","null","Isengard","","2025-03-13 13:13:33.319471","","Condition"
"4673","15U39","Called to Mordor","https://lotrtcgwiki.com/wiki/_media/cards:lotr15039.jpg","15","15","U","39","Condition   ","Bearer must be Smeagol. While you can spot 2 Ringbound Hobbits, each time an opponent uses a skirmish special ability in a skirmish involving Gollum or Smeagol, you may wound a minion .","","1","null","null","Free People","null","Gollum","","2025-03-13 13:33:43.197507","","Condition"
"2047","1R125","Greed","https://lotrtcgwiki.com/wiki/_media/cards:lotr01125.jpg","1","1","R","125","Condition   ","To play, spot an Urukhai. Plays to your support area . Maneuver Spot 6 companions and remove 2 to wound a companion except the Ringbearer .","'It is a strange fate that we should suffer so much fear and doubt over so small a thing.'","1","null","null","Shadow","null","Isengard","","2025-03-13 13:13:34.933358","","Condition"
